"image","xmin","ymin","xmax","ymax","label"
"Cat11_6.jpg",730.7066492829204,968.6934782608697,838.9999999999999,1098.254347826087,"Door"
"Cat11_6.jpg",354.4146023468057,1047.0326086956525,464.6414385098743,1173.580434782609,"Door"
"Cat12_2.jpg",371.5221774193548,863.2369565217393,484.06779661016947,994.3043478260871,"Door"
"Cat12_2.jpg",207.4361559139785,583.0239130434783,341.41465053763443,695.1895734597157,"Door"
"Cat12_2.jpg",0,967.1869565217394,107.32724902216428,1099.7608695652177,"Door"
"Cat12_1.jpg",226.64861983842007,230.49782608695656,359.2015821364452,340.47867298578205,"Door"
"Cat12_1.jpg",370.57039063981233,856.2565011333201,480.2099087353323,988.8304141767985,"Door"
"Cat12_1.jpg",0,971.5661034411708,109.38722294654497,1102.6334947455186,"Door"
"Cat12_3.jpg",373.3333333333333,417.3065217391306,481.877444589309,552.8934782608698,"Door"
"Cat12_3.jpg",370.01680107526875,798.4565217391306,482.97262059973923,931.030434782609,"Door"
"Cat12_3.jpg",0,968.2817432515973,107.32724902216428,1102.362178034206,"Door"
"Cat11_7.jpg",357.69621903520203,307.3304347826088,467.6540058348294,439.904347826087,"Door"
"Cat11_7.jpg",353.32073011734025,596.5826086956522,463.13515484739673,727.65,"Door"
"Cat11_7.jpg",730.7066492829204,968.6934782608697,838.9999999999999,1098.254347826087,"Door"
"Cat11_8.jpg",359.88396349413296,549.8804347826089,467.6540058348294,676.4282608695655,"Door"
"Cat11_8.jpg",728.5189048239895,482.08695652173924,838.9999999999999,613.1543478260871,"Door"
"Cat11_8.jpg",476.6917078096948,858.717391304348,607.7383864452423,969.9810426540286,"Door"
"Cat12_8.jpg",0,480.9302481717843,107.19947848761407,611.9070079714754,"Door"
"Cat12_8.jpg",369.87456728640586,547.4418916924055,478.0221642764015,677.3954112917878,"Door"
"Cat12_8.jpg",231.60694698354658,859.5348837209305,363.73928392260336,969.9810426540286,"Door"
"Cat12_6.jpg",165.3650594149908,451.2558139534884,293.1835252388739,560.5308056872038,"Door"
"Cat12_6.jpg",0,964.9302637854289,106.10560625814863,1095.9069767441863,"Door"
"Cat12_6.jpg",372.94220896830717,1046.7906976744189,482.3976531942633,1179.8139847156617,"Door"
"Cat12_7.jpg",370.89705210237656,305.9535039857377,480.2099087353324,437.9535039857377,"Door"
"Cat12_7.jpg",374.9872722172431,595.5348837209303,484.5853976531942,726.0000000000001,"Door"
"Cat12_7.jpg",0,966.9767441860466,107.19947848761407,1098.9767441860467,"Door"
"Cat12_4.jpg",368.9216250648385,419.2247784875335,481.877444589309,550.2921697918814,"Door"
"Cat12_4.jpg",370.4270014089246,1046.3495569750671,484.0677966101695,1175.9104265402846,"Door"
"Cat12_4.jpg",0,970.2000000000002,107.32724902216428,1098.2543478260873,"Door"
"Cat12_5.jpg",168.1216034549246,783.8139847156615,298.13982250485606,893.3459715639812,"Door"
"Cat12_5.jpg",0,969.0233182685321,107.32724902216428,1097.9535508266717,"Door"
"Cat12_5.jpg",371.8509742416019,1047.885484404277,480.78226857887876,1177.839004003659,"Door"
"Cat13_2.jpg",0,121.39207287644787,106.23631367880917,233.66620415057912,"Door"
"Cat13_2.jpg",826.7957542382497,331.15527873978186,933.4939790903207,445.73956322393815,"Door"
"Cat13_2.jpg",237.41511181877019,480.39207287644786,350.57988165680473,587.1218026061775,"Door"
"Cat13_1.jpg",230.4866556595448,129.24664878108786,357.0464266427683,236.4384049227799,"Door"
"Cat13_1.jpg",828.1814454700948,273.40111008574144,935.341623783368,388.4474421320735,"Door"
"Cat13_1.jpg",0,484.08836877300007,106.23631367880917,596.3625000471313,"Door"
"big1_1.jpg",886.9142749565448,393.7412124859606,1012.407797311908,516.3628414871829,"Door"
"big1_1.jpg",486.463352736543,393.7412124859606,610.546728904459,523.4100148239297,"Door"
"big10_2.jpg",1986.7500529874706,319.88723379386886,2117.810209048945,449.6411487826832,"Door"
"big10_2.jpg",425.94492770751003,321.37863534675614,562.9621621621621,451.13261860755733,"Door"
"big10_1.jpg",2009.547163989481,38.62984875526548,2129.722821921543,166.11153055507936,"Door"
"big10_1.jpg",1856.976183944136,456.602712409997,1987.6020321981957,571.5452092568328,"Door"
"big12_1.jpg",1959.0086439685012,324.6152386918284,2097.722592410526,443.2284541723667,"Door"
"big12_1.jpg",384.73516508713647,35.36345776031434,505.9386767079075,168.75411297811272,"Door"
"big11_2.jpg",952.9838120744033,422.1165927752493,1086.4757039662952,546.5116279069767,"Door"
"big11_2.jpg",521.6071977770006,441.86046511627904,652.6270553176466,559.4079295425556,"Door"
"big13_1.jpg",2945.8176438945666,51.71767015778617,3122.896004754143,249.78508588812326,"Door"
"big13_1.jpg",2720.154490526118,654.7229807650106,2916.023149232606,852.7903964953476,"Door"
"big13_1.jpg",2522.0849924566196,1218.1146067415732,2704.357181280258,1420.583654922314,"Door"
"big13_1.jpg",2352.6256001593983,280.46635367762127,2550.6950982288963,458.8561797752809,"Door"
"big13_1.jpg",2009.305136838935,278.1674491392801,2211.7761121477397,458.8561797752809,"Door"
"big13_1.jpg",693.2432936149214,894.6044943820225,928.7258519353093,1105.773082942097,"Door"
"big13_1.jpg",227.6627218934911,1079.467415730337,451.1583179488605,1314.9476998661341,"Door"
"big12_2.jpg",519.4378277281536,422.9208489298584,653.272596982271,559.4351372235338,"Door"
"big11_1.jpg",2913.2324796090893,458.2670914087539,3102.6736850793473,653.1733234714003,"Door"
"big11_1.jpg",2543.754376683974,54.69879719639335,2734.9488972565896,248.12423426589686,"Door"
"big11_1.jpg",2226.4465063064436,1182.1097583571902,2466.147981000655,1412.285899196957,"Door"
"big11_1.jpg",1272.421080042985,1176.3069970159675,1514.055512684681,1410.351763474031,"Door"
"big11_1.jpg",990.7767898747596,52.59190121433304,1187.950535048505,249.88578681591093,"Door"
"big11_1.jpg",536.5268812329724,54.52612548037024,745.2990820051732,246.01724974072528,"Door"
"big13_2.jpg",1970.1313446516235,326.6089108910891,2114.06176598744,446.89655172413796,"Door"
"big13_2.jpg",1740.3707268910057,37.5,1859.9354491662184,173.47363764696783,"Door"
"big13_2.jpg",1514.9919311457772,803.1766079439975,1657.1815377018165,964.2326732673268,"Door"
"big13_2.jpg",671.9499731038193,34.85977626082921,793.598526118805,169.51324160736385,"Door"
"big13_2.jpg",717.0115830115831,808.4571762840346,865.1183431952662,964.2326732673267,"Door"
"big13_2.jpg",418.586862512537,321.3284029818997,554.5946248176016,444.1379310344828,"Door"
"big15_1.jpg",1725.9619851248606,37.66930022573364,1858.5185583647121,173.1094808126411,"Door"
"big15_1.jpg",1980.2666551862444,326.60835214446956,2114.190556553432,444.9685534591195,"Door"
"big15_1.jpg",1515.7461000537924,800.6489841986456,1662.7619851248605,967.6918735891647,"Door"
"big15_1.jpg",886.3048422677176,799.1440473776103,1036.1791285637441,967.691873589165,"Door"
"big15_1.jpg",674.5384615384615,37.66930022573364,799.0286058698382,179.12902143146874,"Door"
"big15_1.jpg",386.72379804338726,37.66930022573365,506.2969338353954,173.1094808126411,"Door"
"big15_2.jpg",529.1325726012005,437.9905808477237,661.415689947062,557.3740113131349,"Door"
"big15_2.jpg",954.5431030744752,418.92402597259456,1092.8392051196006,543.171114599686,"Door"
"big14_2.jpg",419.07695129865846,317.69665882358083,556.2836664619593,440.809968847352,"Door"
"big14_2.jpg",721.8265236048164,794.9525291220987,866.4507799892416,959.0091577312289,"Door"
"big14_2.jpg",1513.172135556751,794.9525291220987,1667.3595767812842,960.5006275561032,"Door"
"big14_2.jpg",1729.9974146191219,31.343191262059563,1856.0123722431417,171.53712193704558,"Door"
"big14_2.jpg",1973.0920625664553,319.188128648455,2110.29857292028,439.25233644859816,"Door"
"big14_2.jpg",676.3302850995159,32.83466108693373,793.4126922607422,170.0456521121714,"Door"
"big14_1.jpg",230.06993006993008,1086.7049360296696,449.16761796281145,1317.6262843442764,"Door"
"big14_1.jpg",691.3657489673511,890.9716698121488,937.9675675675676,1106.7523510971787,"Door"
"big14_1.jpg",2005.8414246430268,276.1128526645768,2210.6089922105944,453.3206663667485,"Door"
"big14_1.jpg",2351.524374719568,278.41379310344826,2556.2919422871355,451.12134831460673,"Door"
"big14_1.jpg",2947.195804195804,46.45920958786867,3128.760343561946,242.19257647910808,"Door"
"big14_1.jpg",2717.023541012326,667.2727272727273,2923.9927759943785,842.5880820970856,"Door"
"big14_1.jpg",2521.0630462646486,1218.659992209445,2698.72027972028,1420.9910112359548,"Door"
"big1_2.jpg",1971.0488191464694,322.6835861035375,2100.6642631619134,438.5692068429238,"Door"
"big1_2.jpg",1729.6957869953171,33.34731543624161,1844.7498655190966,172.04977628635348,"Door"
"big1_2.jpg",1508.49166218397,795.4651834714066,1650.73469990027,959.521812080537,"Door"
"big1_2.jpg",669.4029047875202,32.60158052380453,791.8460632795532,169.81263982102908,"Door"
"big1_2.jpg",385.866678033188,31.855845611367453,505.944055944056,173.54117783924076,"Door"
"big1_2.jpg",881.981031946602,790.9909105407578,1029.0123722431415,962.5046151863114,"Door"
"big2_1.jpg",2319.0743771704006,552.7559055118111,2454.780940876964,671.7336663293623,"Door"
"big2_1.jpg",2082.341908069743,825.5798201755163,2201.0828402366865,958.3097431994133,"Door"
"big2_1.jpg",2015.164604626143,45.790935533618494,2156.2265007225246,207.17852147995617,"Door"
"big2_1.jpg",1227.3905567183917,44.282593878146216,1370.7530930607854,205.6702488687783,"Door"
"big2_1.jpg",1033.57934373319,824.0714785200439,1153.5058260177555,956.8015396325297,"Door"
"big2_1.jpg",782.5745518864812,554.3307086614174,913.7575634694928,682.291643651902,"Door"
"big3_2.jpg",950.358804486249,423.2740552915139,1082.6872931049597,544.7409733124019,"Door"
"big3_2.jpg",520.2913885639441,442.7001569858713,654.1235865412532,560.2191038110187,"Door"
"big2_2.jpg",2044.8735879505111,34.93480725623583,2162.810891641153,169.47746709360825,"Door"
"big2_2.jpg",1890.3784592087204,455.69620253164555,2025.081254288957,574.6173469387755,"Door"
"big2_2.jpg",1758.7027835330448,825.5622154460742,1877.2350726196883,961.6166372147817,"Door"
"big2_2.jpg",1642.1621506149702,191.45569620253164,1776.8649456952066,313.0904909164186,"Door"
"big2_2.jpg",1412.1081081081081,191.45569620253164,1545.2973781276394,310.067036254606,"Door"
"big2_2.jpg",525.1891776419974,601.828231292517,685.6216562631968,750,"Door"
"big2_2.jpg",210.33889187735343,737.8826530612245,358.70273734427786,890.565902467758,"Door"
"big3_1.jpg",1943.7221689113778,315.3629101356039,2073.303464157517,435.9351988217968,"Door"
"big3_1.jpg",1704.2780674996982,36.2931426937434,1824.9811726734804,170.19027484143763,"Door"
"big3_1.jpg",1493.835395373857,785.412326675641,1638.7830868047176,939.041557070065,"Door"
"big3_1.jpg",887.3513835892253,781.8886754880749,1027.2877891339429,941.1557219749275,"Door"
"big3_1.jpg",675.5373856912319,36.2931426937434,795.7993030209338,168.78085307792682,"Door"
"big3_1.jpg",394.3783891243363,36.2931426937434,516.5874125874126,165.96194503171247,"Door"
"big5_2.jpg",953.5784085660368,423.5767326732673,1089.4270974648966,547.5862068965517,"Door"
"big5_2.jpg",528.8864764239338,442.7586206896552,660.7784085660369,559.5503703202351,"Door"
"big5_1.jpg",1950.2343039022912,323.60977202712206,2092.4252152726463,442.01909959072304,"Door"
"big5_1.jpg",1712.8144044618348,39.200097847358116,1829.2781065088757,177.4910704730308,"Door"
"big5_1.jpg",1499.4082840236686,793.2771507307975,1635.8486785063874,954.9902152641879,"Door"
"big5_1.jpg",880.5405703982792,794.5817025440311,1022.3238300161378,955.0513698630135,"Door"
"big5_1.jpg",666.5551371705218,39.200097847358116,786.6162460739548,173.57717614817759,"Door"
"big5_1.jpg",383.5243541820629,39.200097847358116,502.98332436793976,177.4910704730308,"Door"
"big4_2.jpg",940.4942740657614,421.0980662983426,1074.3243149569596,539.1527599486521,"Door"
"big4_2.jpg",519.3591014611675,440.30808729139926,651.9614180634842,558.6057771854857,"Door"
"big4_1.jpg",1988.56532214544,323.875,2125.8455496769616,445.6824512534819,"Door"
"big4_1.jpg",1749.2114039806347,33.08948467966574,1873.1603012372243,169.08948467966573,"Door"
"big4_1.jpg",1522.2038730500267,805.2083129882812,1663.357559463324,973.2083129882812,"Door"
"big4_1.jpg",887.6571428571428,809.2083129882812,1037.5497579343732,966.5416870117188,"Door"
"big4_1.jpg",671.2738031199569,34.54168701171875,794.3598353912471,170.54168701171875,"Door"
"big4_1.jpg",381.1861105546988,35.875,504.1516944593867,170.54168701171875,"Door"
"big6_1.jpg",2726.812987739239,672.8299531981279,2931.8199375461886,849.192393736018,"Door"
"big6_1.jpg",2952.944593867671,52.35171979865772,3141.2357735063115,252.8096542870438,"Door"
"big6_1.jpg",2369.704107430358,281.1138845553822,2562.5868725868722,459.8759890562736,"Door"
"big6_1.jpg",2019.2083545346056,281.1138845553822,2219.806418188382,462.07878914988817,"Door"
"big6_1.jpg",696.5827710008068,900.4427639067305,934.6553578733938,1110.6302652106083,"Door"
"big6_1.jpg",2519.6015948557024,1224.2593187165742,2706.4819795589024,1418.108752086392,"Door"
"big6_1.jpg",237.24905863367403,1087.6836961579804,456.3058419599496,1318.9812353078687,"Door"
"big8_1.jpg",1997.8235610543304,38.8003355704698,2116.2642633386563,173.0285234899329,"Door"
"big8_1.jpg",1843.3421190769977,457.94392523364485,1977.5661938405867,578.6959586260837,"Door"
"big8_1.jpg",1709.1181808530594,833.7295156730634,1827.961807423346,966.4662337676523,"Door"
"big8_1.jpg",1597.2648989997772,193.14641744548285,1729.9974146191214,313.22238589293204,"Door"
"big8_1.jpg",1361.6273640754139,194.70404984423675,1494.359879694758,313.22238589293204,"Door"
"big8_1.jpg",474.25794919282777,612.9986722463996,633.8352524569597,750.7788161993769,"Door"
"big8_1.jpg",160.5115653577192,744.2440570600884,304.2409607758392,901.5659955257272,"Door"
"big8_2.jpg",422.87772479554405,323.59740002320547,556.3485300307109,443.3701657458564,"Door"
"big8_2.jpg",677.9973103819258,35.80860100170173,798.1817951570607,170.4620663482364,"Door"
"big8_2.jpg",720.2136321314515,804.125493115718,868.554599246907,962.5413346998764,"Door"
"big8_2.jpg",1516.1732114039808,797.5247524752475,1658.4736870489528,961.2211623994431,"Door"
"big8_2.jpg",1736.441850074562,37.12871287128713,1860.0048413125337,173.10235051825495,"Door"
"big8_2.jpg",1978.2749034749038,323.59740002320547,2111.7456784634983,440.6077348066299,"Door"
"big7_1.jpg",1995.576116191501,32.81763662206065,2119.5026926401497,166.33663366336634,"Door"
"big7_1.jpg",1842.5297196671772,457.93103448275866,1975.7406109784104,574.0717821782179,"Door"
"big7_1.jpg",1593.2540439915012,191.7241379310345,1729.1028536409945,308.7252475247525,"Door"
"big7_1.jpg",1706.6811515189509,831.4975247524752,1830.1968800430338,963.5107663598391,"Door"
"big7_1.jpg",1363.7621520996095,191.7241379310345,1498.2918818293392,310.0453593943379,"Door"
"big7_1.jpg",472.17298303552576,611.0355188350866,629.1243545119827,750.344827586207,"Door"
"big7_1.jpg",158.4884346422808,741.7285881420174,303.3513412887986,893.5436890857055,"Door"
"big7_2.jpg",1974.7443914936318,323.1842885375494,2105.164468713709,440.1650618982119,"Door"
"big7_2.jpg",1733.6648548140952,34.64673913043478,1852.831629908553,170.35165417335722,"Door"
"big7_2.jpg",1510.0715438407747,802.7627213670332,1651.9876749399548,960.8654881654522,"Door"
"big7_2.jpg",670.3781603012372,33.329236177587696,787.7900317453509,169.0340909090909,"Door"
"big7_2.jpg",715.3343930866729,798.8101521970726,860.3415814954276,960.4743083003953,"Door"
"big7_2.jpg",413.65558840482856,320.54928263185525,548.0277891770293,440.1650618982119,"Door"
"big6_2.jpg",2920.8313879653756,469.4532086967242,3125.42598255997,647.8427586206897,"Door"
"big6_2.jpg",2568.149396211484,52.18855198019802,2744.5831091984937,249.1218258092899,"Door"
"big6_2.jpg",2241.681011296396,1175.2935024752476,2457.0837591458476,1415.1232054455445,"Door"
"big6_2.jpg",1061.9433570773447,1181.1430074257428,1280.6697149004842,1415.1232054455447,"Door"
"big6_2.jpg",1005.8041958041957,52.18855198019802,1180.8031334011712,253.02152552840732,"Door"
"big6_2.jpg",627.4234382894509,473.35290841584157,828.1209632549508,649.88,"Door"
"Cat13_4.jpg",0,445.5467167682161,108.17228050800664,574.2901439645625,"Door"
"Cat13_4.jpg",1075.213525541796,290.63112164297,1204.6005224458208,399.0373037006636,"Door"
"Cat13_4.jpg",620.8222645795977,446.31498480578165,732.6869133075649,575.7324820372323,"Door"
"Cat13_3.jpg",1178.3076923076924,110.96682874328698,1287,242.7160421242193,"Door"
"Cat13_3.jpg",929.5552073003703,486.05207328833177,1057.4271028496582,592.2817406027808,"Door"
"Cat13_3.jpg",350.3076923076923,323.4868840683215,460.4710374162004,450.60168351507116,"Door"
"Cat13_5.jpg",573.7103985079485,345.6803874276449,680.9574669985036,462.50977131390084,"Door"
"Cat13_5.jpg",1199.398565339805,344.71879936808847,1305,458.66350710900474,"Door"
"Cat13_5.jpg",108.17139734676229,512.5108098275665,219.26592470994638,618.7630331753554,"Door"
"big9_1.jpg",1982.1802504255963,324.6425049309665,2115.027177552919,447.0426409903714,"Door"
"big9_1.jpg",1737.5316017769478,37.98896744406435,1860.9306078536847,173.42615974019967,"Door"
"big9_1.jpg",1520.0806885422269,796.7003214759001,1666.5045747499207,962.380794848681,"Door"
"big9_1.jpg",897.0451152904614,796.7003214759001,1041.7912856374394,961.0659507134494,"Door"
"big9_1.jpg",684.4486282947821,39.3038717717579,803.6576476225982,177.37093291574212,"Door"
"big9_1.jpg",394.59462469977296,39.3038717717579,518.1468531468531,173.4261597401997,"Door"
"big9_2.jpg",778.6728294578759,647.24,972.8556429005038,830.2289423876471,"Door"
"big9_2.jpg",1407.8249530099993,622.4441831683168,1607.8332490781097,803.4703448275861,"Door"
"Cat13_6.jpg",0,442.8504983388704,107.40131578947368,574.9642139996669,"Door"
"Cat13_6.jpg",623.7068587264779,446.2207868033205,732.4769736842105,572.9420656054255,"Door"
"Cat13_6.jpg",1074.539676063939,292.15999999999997,1207.296167143358,398.36323366555916,"Door"
"Cat14_1.jpg",114.00474817257115,0,240.61584158415843,105.98823529411766,"Door"
"Cat14_1.jpg",478.6601123595506,225.18936877076413,589.5413818359375,358.2126390831019,"Door"
"Cat14_1.jpg",324.72157985573955,824.7442150432803,452.8601937171257,933.7058823529413,"Door"
"Cat13_7.jpg",797.4459254449537,439.3355481727574,927.4511184993942,547.1999999999999,"Door"
"Cat13_7.jpg",320.97026110260856,188.73755116003292,450.9755119353887,299.08235294117645,"Door"
"Cat13_7.jpg",72.28007048725304,438.5647058823529,201.65423740561937,549.5675194730416,"Door"
"Cat13_8.jpg",72.31938545317517,304.4470588235294,202.9557490895388,411.5614810576074,"Door"
"Cat13_8.jpg",798.7080354954414,306.45882352941175,929.344399131805,414.7176079734218,"Door"
"Cat13_8.jpg",319.70803549544144,555.2470588235294,450.34439913180506,664.6843853820598,"Door"
"Cat14_2.jpg",478.4272889127401,0,605.6166988901148,104.97882352941177,"Door"
"Cat14_2.jpg",128.24237193494739,228.0398671096346,238.32022471910113,355.36214074423157,"Door"
"Cat14_2.jpg",264.9235600537593,826.6445182724252,394.0113777991569,932.6964705882353,"Door"
"Cat14_6.jpg",290.6860986547085,99.23588774925055,401.1981309335442,228.33887043189372,"Door"
"Cat14_6.jpg",445.4998480881316,573.1764705882352,572.6264303666127,681.1628495023101,"Door"
"Cat14_6.jpg",445.4998480881316,1199.5764705882352,574.552561313291,1305,"Door"
"Cat14_4.jpg",447.7733260697306,0,574.1368292129928,106.5286274509804,"Door"
"Cat14_4.jpg",444.8795067353408,621.904761904762,577.9951961172742,731.36,"Door"
"Cat14_4.jpg",293.0617283950618,1076.0398671096348,399.3470681458004,1203.3133997785162,"Door"
"Cat14_5.jpg",336.8436437930245,0,468.99469729270885,105.5043137254902,"Door"
